2216	875	0	0	0	0	0	0	1659996195832
2206	868	0	0	0	0	0	0	1659996196852
2199	864	0	0	0	0	0	0	1659996197872
2195	857	0	0	0	0	0	0	1659996198892
2193	846	0	0	0	0	0	0	1659996199912
2192	839	0	0	0	0	0	0	1659996200932
2188	835	0	0	0	0	0	0	1659996201952
2181	833	0	0	0	0	0	0	1659996202972
2173	831	0	0	0	0	0	0	1659996203992
2168	825	0	0	0	0	0	0	1659996205012
2165	816	0	0	0	0	0	0	1659996206032
2164	810	0	0	0	0	0	0	1659996207052
2163	807	0	0	0	0	0	0	1659996208072
2162	805	0	0	0	0	0	0	1659996209092
2162	804	0	0	0	0	0	0	1659996210112
2162	803	0	0	0	0	0	0	1659996211132
2162	802	0	0	0	0	0	0	1659996212152
2161	802	0	0	0	0	0	0	1659996213172
2157	802	0	0	0	0	0	0	1659996214192
2150	802	0	0	0	0	0	0	1659996215212
2144	802	0	0	0	0	0	0	1659996216232
2140	802	0	0	0	0	0	0	1659996217252
2138	801	0	0	0	0	0	0	1659996218272
